id_poste,id_entreprise,titre,description,skills,annee_experience,salaire_min,salaire_max,type_contrat,remote_policy,langues,latitude,longitude
190,71,"Software Engineer, Enterprise Agents","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether","[{'name': 'Make', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Flow', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Oracle', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Salesforce', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
191,71,"Software Engineer, Backend (New-York)","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether ","[{'name': 'Make', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Grafana', 'value': 50.0}, {'name': 'Helm', 'value': 50.0}, {'name': 'Kotlin', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Prometheus', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
192,71,"Mistral Cloud - Software Engineer, Fullstack/Frontend","### About Mistral 

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life. 

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether","[{'name': 'Make', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Motion', 'value': 50.0}, {'name': 'Next JS', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'ReactQuery', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}, {'name': 'VueJS', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
193,71,"Software Engineer, Backend (London)","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether ","[{'name': 'Make', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Grafana', 'value': 50.0}, {'name': 'Helm', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Next JS', 'value': 50.0}, {'name': 'Prometheus', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
194,71,"Engineering Team Lead, DevEx","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether ","[{'name': 'Azure', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Github', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Go', 'value': 50.0}, {'name': 'Jenkins', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Python', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
195,71,"Mistral Cloud - Software Engineer, Backend (Golang)","About Mistral 
--------------

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life. 

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise nee","[{'name': 'Make', 'value': 50.0}, {'name': 'Azure', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Grafana', 'value': 50.0}, {'name': 'Helm', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Next JS', 'value': 50.0}, {'name': 'Prometheus', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
196,71,AI Developer Advocate,"**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise as well as per","[{'name': 'Make', 'value': 50.0}]",6,,,"{""permanent"": true}",,,,
197,71,"Software Engineer, Frontend","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether","[{'name': 'React', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}, {'name': 'Figma', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'Motion', 'value': 50.0}, {'name': 'Next JS', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'ReactQuery', 'value': 50.0}, {'name': 'VueJS', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
198,71,"Software Engineer, DevEx","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether","[{'name': 'Azure', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Go', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'OWASP', 'value': 50.0}, {'name': 'Python', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
199,71,"Software Engineer, Deployment Infrastructure","**About Mistral**

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether ","[{'name': 'Make', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Helm', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
200,71,"Software Engineer, Backend (Paris)","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether ","[{'name': 'Make', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Grafana', 'value': 50.0}, {'name': 'Helm', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Next JS', 'value': 50.0}, {'name': 'Prometheus', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
201,71,Engineering Manager,"**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether ","[{'name': 'Make', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'Python', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
202,71,Data Scientist,"**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether ","[{'name': 'Machine Learning', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'D3', 'value': 50.0}, {'name': 'DBT', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}]",2,,,"{""permanent"": true}",2.0,,,
203,71,"CyberSecurity Engineer, SOC Analyst","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether","[{'name': 'Management', 'value': 50.0}, {'name': 'Go', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'SIEM', 'value': 50.0}, {'name': 'Splunk', 'value': 50.0}]",3,,,"{""permanent"": true}",2.0,,,
204,71,"CyberSecurity Engineer, DevSecOps","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether","[{'name': 'Management', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Go', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'Python', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
205,71,"AI Engineer, Product","**About Mistral** 

At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.

We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether","[{'name': 'Make', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
206,72,Drone Engineer – Drone Scanning &amp; Digital Mapping (BIM/GIS),"We are looking for a **Drone Engineer** to support digital surveying, scanning, and data integration on complex construction projects across Flanders. In this role, you will work at the intersection of **construction, geospatial data, and digital engineering**, helping project teams translate real-world conditions into accurate digital models.

  

You will use drone technology, 3D scanning, and d","[{'name': 'Make', 'value': 50.0}, {'name': 'Progress', 'value': 50.0}]",0,,,"{""permanent"": true}",,,,
207,73,Senior Site Reliability Engineer (SRE),"At Swile, we believe that good products can help reduce friction in daily professional life and boost employee satisfaction. Today, we provide innovative solutions in various areas such as Fintech, Travel, HR, and Employee Benefits to more than 5.5 million users in 85,000 companies in France and Brazil.

Your role as a Senior Site Reliability Engineer (SRE) centers around creatively solving proble","[{'name': 'Android', 'value': 50.0}, {'name': 'Boost', 'value': 50.0}, {'name': 'Datadog', 'value': 50.0}, {'name': 'Github', 'value': 50.0}, {'name': 'IOS', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Kafka', 'value': 50.0}, {'name': 'Kotlin', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Less', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Redis', 'value': 50.0}, {'name': 'Snowflake', 'value': 50.0}, {'name': 'Swift', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}]",5,60.0,100.0,"{""permanent"": true}",,,,
208,74,Product Designer,"We’re a team of 500+ professionals who develop cutting-edge web data gathering solutions for thousands of the world’s best known businesses, including Fortune 500 companies. 

  

**What’s in store for you:**

You’ll be solving challenges for top-tier clients and collaborating with industry professionals. We’ll fuel your professional growth with vast internal and external learning resources and an","[{'name': 'Figma', 'value': 50.0}, {'name': 'InDesign', 'value': 50.0}, {'name': 'Make', 'value': 50.0}]",3,37.0,45.0,"{""permanent"": true}",,,,
209,74,PHP/Go Developer (Mid-Senior),"We’re a team of 500+ professionals who develop cutting-edge proxy and web data scraping solutions for thousands of the world’s best known businesses, including Fortune 500 companies. 

  

**What’s in store for you:**

You’ll be solving complex challenges and maintaining our own infrastructure with 60PB+ monthly data traffic. Here are its scale and maturity in numbers:

  

\- 6PB+ Ceph storage

\","[{'name': 'Kafka', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'PHP', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Go', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'NoSQL', 'value': 50.0}, {'name': 'Redis', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Mysql', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'Symfony', 'value': 50.0}]",0,38.0,77.0,"{""permanent"": true}",,,,
210,74,Mid-Senior PHP Developer,"We’re a team of 500+ professionals who develop cutting-edge proxy and web data scraping solutions for thousands of the world’s best known businesses, including Fortune 500 companies. 

  

**What’s in store for you:**

You’ll be solving complex challenges and maintaining our own infrastructure with 60PB+ monthly data traffic. Here are its scale and maturity in numbers:

  

\- 6PB+ Ceph storage

\","[{'name': 'PHP', 'value': 50.0}, {'name': 'Symfony', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Go', 'value': 50.0}, {'name': 'Kafka', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Mysql', 'value': 50.0}, {'name': 'Redis', 'value': 50.0}, {'name': 'SCRUM', 'value': 50.0}]",0,38.0,76.0,"{""permanent"": true}",,,,
211,75,Engineering Manager - Front-end background,"**Join Pigment: The AI Platform Redefining Business Planning**

Pigment is the AI-powered business planning and performance management platform built for agility and scale. We connect people, data, and processes in one intuitive, feature-rich solution, empowering every team—from Finance to HR—to build, adapt, and align strategic plans in real time.

Founded in 2019, Pigment is one of the fastest-g","[{'name': 'Make', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Angular', 'value': 50.0}, {'name': 'CSS3', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Snowflake', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
212,75,Senior Backend Software Engineer,"**Join Pigment: The AI Platform Redefining Business Planning**

Pigment is the AI-powered business planning and performance management platform built for agility and scale. We connect people, data, and processes in one intuitive, feature-rich solution, empowering every team—from Finance to HR—to build, adapt, and align strategic plans in real time.

Founded in 2019, Pigment is one of the fastest-g","[{'name': 'Make', 'value': 50.0}, {'name': '.NET core', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'C++', 'value': 50.0}, {'name': 'CircleCi', 'value': 50.0}, {'name': 'Database', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Google Cloud', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'RabbitMQ', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Ruby', 'value': 50.0}, {'name': 'Rust', 'value': 50.0}, {'name': 'Snowflake', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
213,75,Senior Frontend Software Engineer,"**Join Pigment: The AI Platform Redefining Business Planning**

Pigment is the AI-powered business planning and performance management platform built for agility and scale. We connect people, data, and processes in one intuitive, feature-rich solution, empowering every team—from Finance to HR—to build, adapt, and align strategic plans in real time.

Founded in 2019, Pigment is one of the fastest-g","[{'name': 'Management', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}, {'name': 'Cypress', 'value': 50.0}, {'name': 'Snowflake', 'value': 50.0}, {'name': 'Vite', 'value': 50.0}, {'name': 'Vitest', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
214,75,Engineering Manager,"**Join Pigment: The AI Platform Redefining Business Planning**

Pigment is the AI-powered business planning and performance management platform built for agility and scale. We connect people, data, and processes in one intuitive, feature-rich solution, empowering every team—from Finance to HR—to build, adapt, and align strategic plans in real time.

Founded in 2019, Pigment is one of the fastest-g","[{'name': 'Make', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'C++', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Ruby', 'value': 50.0}, {'name': 'Rust', 'value': 50.0}, {'name': 'Snowflake', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
215,76,Développeur Full-Stack Senior Angular/NestJS (H/F),"<p>La mission d’<strong>Once For All</strong> est de devenir le n° 1 en Europe du sourcing responsable dans le secteur de la construction.</p><p>Dans un contexte réglementaire en constante évolution, nous croyons fermement que l’intelligence collective, l’innovation et la technologie sont les clés pour construire des relations de confiance et un avenir durable.</p><p></p><p>Notre plateforme SaaS e","[{'name': 'Angular', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Figma', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'NestJS', 'value': 50.0}, {'name': 'Notion', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Slack', 'value': 50.0}, {'name': 'Trello', 'value': 50.0}]",7,85.0,85.0,"{""permanent"": true}",2.0,,,
216,77,Ingénieur Logiciel embarqué (H/F),"**Qui sommes-nous ? :**

Créée en 2016, KICKMAKER est une communauté de talents aux profils pluridisciplinaires et complémentaires, animés par la même passion pour le développement de produits high-tech et les défis d'industrialisation.

  

Présents en France, en Chine et aux Etats-Unis, notre communauté compte plus de 200 kickers passionnés. Nous sommes fiers d’accompagner nos partenaires grands","[{'name': 'C', 'value': 50.0}, {'name': 'Yocto', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'C++', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Qt', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
217,77,Freelance - Ingénieur Logiciel embarqué (H/F),"**Qui sommes-nous ? :**

Créée en 2016, KICKMAKER est une communauté de talents aux profils pluridisciplinaires et complémentaires, animés par la même passion pour le développement de produits high-tech et les défis d'industrialisation.

  

Présents en France, en Chine et aux Etats-Unis, notre communauté compte plus de 200 kickers passionnés. Nous sommes fiers d’accompagner nos partenaires grands","[{'name': 'C', 'value': 50.0}, {'name': 'Yocto', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'C++', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Qt', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
218,78,Solutions Engineer intern,"📍 Paris | Internship | Fluent 🇫🇷 & 🇬🇧

  

E-commerce is booming — but independent brands still struggle to match the seamless logistics of giants like Amazon. At **Bigblue**, we're on a mission to change that.

We help brands by democratizing best-in-class operations: scaling faster while delivering a five-star customer experience.

Since 2018, we've built a tech-driven logistics platform po","[{'name': 'Make', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Postman', 'value': 50.0}, {'name': 'Shopify', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}, {'name': 'WooCommerce', 'value': 50.0}]",0,,,{},,,,
219,79,Mail Deliverability Manager,"**OUR STORY:**

🇪🇺 Join Scaleway and shape the sovereign cloud of tomorrow !

Since 1999, we have been designing secure, sustainable infrastructures aimed at supporting the most ambitious companies.

Historically known for our dedicated servers (Dedibox), we made a strategic shift to cloud computing in 2015. Staying true to our principles of simplicity, flexibility, and technical excellence, we ","[{'name': 'Chef', 'value': 50.0}, {'name': 'Cloud Computing', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Serverless', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
220,79,Software Engineer - Serverless Compute,"**OUR STORY:**

🇪🇺 Join Scaleway and shape the sovereign cloud of tomorrow !

Since 1999, we have been designing secure, sustainable infrastructures aimed at supporting the most ambitious companies.

Historically known for our dedicated servers (Dedibox), we made a strategic shift to cloud computing in 2015. Staying true to our principles of simplicity, flexibility, and technical excellence, we ","[{'name': 'Serverless', 'value': 50.0}, {'name': 'Go', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Packer', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Chef', 'value': 50.0}, {'name': 'Cloud Computing', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Rust', 'value': 50.0}]",5,,,"{""permanent"": true}",2.0,,,
221,80,UX/UI Designer interactif ,"En accord avec nos designers et developpeurs vous serez chargé(e) de les épauler dans la conception et réalisation d'interface et microinteractions pour nos expériences / jeux digitaux. Mission Concevoir et réaliser des interfaces interactives innovantes, immersives et animées, destinées à nos expériences digitales et jeux. Imaginer et prototyper des micro-interactions, animations et transitions f","[{'name': 'WebGL', 'value': 50.0}, {'name': 'GSAP', 'value': 50.0}, {'name': 'ThreeJS', 'value': 50.0}, {'name': 'AfterEffects', 'value': 50.0}, {'name': 'Blender', 'value': 50.0}, {'name': 'Figma', 'value': 50.0}, {'name': 'Illustrator', 'value': 50.0}, {'name': 'Motion', 'value': 50.0}]",0,,,{},2.0,,,
222,80,Développeur Backend NodeJS,"Compétences requises : Back-end : NodeJS, MongoDB, NestJS Multijoueur : Gestion de la progression, systèmes de points et de leaderboard, système de triche Infrastructure : Kubernetes, Google Cloud Missions : Mettre en place des systèmes de gestion des utilisateurs et d’authentification sécurisée. Développer, maintenir et améliorer les systèmes de récupération des données de jeu Implémenter et gére","[{'name': 'MongoDB', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'Google Cloud', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'NestJS', 'value': 50.0}, {'name': 'React', 'value': 50.0}]",0,,,{},,,,
223,81,Senior Staff Engineer – Architecture & Ownership F/H,"Nous recherchons un ou une Senior / Staff Engineer capable de prendre l’ownership de systèmes techniques critiques et de structurer des solutions robustes dans la durée. Ce rôle s’adresse à un profil expérimenté qui aime travailler sur des problèmes complexes en production, faire des choix d’architecture, et garantir la fiabilité de systèmes utilisés au quotidien. Ce n’est pas un rôle orienté “fea","[{'name': 'Django', 'value': 50.0}, {'name': 'Next JS', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'React', 'value': 50.0}]",0,80.0,80.0,"{""permanent"": true}",,,,
224,82,Technicien Automatisme H/F,"Accompagner les équipes techniques pour les diagnostiques de pannes. Développer et optimiser les systèmes d’automatisme du site, Mettre en place une maintenance préventive et corrective efficace, Diagnostiquer les pannes et proposer des solutions durables, Former et accompagner les équipes techniques, Contribuer à l’amélioration continue (performance, sécurité, énergie). Intéressé(e) ? Envoyez-nou",,0,25.0,25.0,"{""permanent"": true}",,,,
225,32,Alternance - Analyste quantitatif -H/F,"<!\[CDATA\[Alternance- Analyste quantitatif -H/F AU QUOTIDIEN ÇA DONNE QUOI ?BNP Paribas Wealth Management est une banque privée de premier plan à l'échelle mondiale et la première banque privée de la zone euro avec 421 milliards d’euros d'actifs gérés. Présente dans 3 régions (Europe, Asie et États-Unis), elle emploie plus de 6 800 professionnels qui accompagnent les particuliers High et Ultra Hi","[{'name': 'Management', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Réseau', 'value': 50.0}]",0,22.0,28.0,{},2.0,,,
226,83,Senior Software Engineer (Agentic AI) - Python,"Your Impact We are looking for a Senior Software Engineer to join the AI Health Companion stream within the Patient domain. Your mission will be to transform the Doctolib app into a full health companion powered by AI, helping patients manage their health with accuracy, empathy, and safety. You will work in a feature team developing an AI-powered chat built to answer patients' questions about thei","[{'name': 'Python', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Kotlin', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Rails', 'value': 50.0}, {'name': 'React Native', 'value': 50.0}, {'name': 'Swift', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",4,,,"{""permanent"": true}",2.0,,,
227,84,Technicien de maintenance informatique en Datacentre H/F/N,"Technicien de maintenance informatique en datacentre H/F/NAu sein de votre équipe #OneTeam Vous intégrez une équipe de 18 techniciens de maintenance informatique en datacentre Vous évoluez aux côtés de 2 techniciens expérimentés et d'un leader technique. Votre mission consistera à superviser et à assurer la maintenance des équipements informatiques de nos quatre datacentres, jouant ainsi un rôle c","[{'name': 'Management', 'value': 50.0}, {'name': 'Confluence', 'value': 50.0}, {'name': 'Jira', 'value': 50.0}, {'name': 'Réseau', 'value': 50.0}]",0,,,"{""permanent"": true}",,,,
228,84,SRE/Devops with Python,"As a Public Cloud SRE focused on OpenStack internal tools, you will be the cornerstone in ensuring the reliability, performance, and scalability of our cloud infrastructure. You will be responsible for maintaining high service availability, implementing monitoring and driving continuous improvements in our production environment.Main Missions of Unit that you would be part of:• Public Cloud offeri","[{'name': 'Openstack', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Ansible', 'value': 50.0}, {'name': 'Bash', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Grafana', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Prometheus', 'value': 50.0}, {'name': 'Puppet', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
229,32,Ingénieur Software Mainframe Cobol Gestion douteux Recouvrement - Senior - H/F,"<!\[CDATA\[Votre rôle au quotidien Au sein de la Banque Commerciale en France (BCEF), le pôle Financement Risque Conformité Règlementaire BCEF-IT joue un rôle clé dans la transformation digitale et la qualité de service offerte à nos utilisateurs. Missions, équipe et environnement de travailVous intégrerez la squad Défaut & Recouvrement, vous interviendrez principalement sur les applications de re","[{'name': 'Cobol', 'value': 50.0}, {'name': 'DB2', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}, {'name': 'Datastage', 'value': 50.0}, {'name': 'Management', 'value': 50.0}]",10,,,"{""permanent"": true}",,,,
