id_poste,id_entreprise,titre,description,skills,annee_experience,salaire_min,salaire_max,type_contrat,remote_policy,langues,latitude,longitude
230,32,"Tech Lead Java, Cloud et EBX – H/F","<!\[CDATA\[AU QUOTIDIEN CA DONNE QUOI ?BNP Paribas Leasing Solutions modernise son SI et a adopté l’Agile@Scale pour offrir des solutions performantes et orientées valeur. Vous rejoindrez le centre d’expertise Design & Développement.Au sein de la Tribe Granting, vous contribuerez à un parcours de décision de crédit fluide et automatisé. Intégré à la Squad Risk Data (multidisciplinaire), vous trava","[{'name': 'Java', 'value': 50.0}, {'name': 'Anglais', 'value': 50.0}, {'name': 'Confluence', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Git', 'value': 50.0}, {'name': 'Jenkins', 'value': 50.0}, {'name': 'Jira', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Oracle', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'SCRUM', 'value': 50.0}, {'name': 'SonarQube', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Tibco EBX', 'value': 50.0}]",6,67.0,72.0,"{""permanent"": true}",2.0,,,
231,32,Alternance - Data Engineer - H/F,"<!\[CDATA\[AU QUOTIDIEN ÇA DONNE QUOI ? Vous intégrerez l’équipe reporting Risque de Crédit de RISK BCEF, au sein du domaine Corporate ou Synthèse de la Banque Commerciale en France (BCEF), première entité bancaire du Groupe BNP Paribas. Vous évoluerez dans un environnement fortement orienté data, outils et industrialisation des processus.Votre mission consistera à accompagner l’équipe dans l’indu","[{'name': 'SAS ', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}]",0,18.0,28.0,{},2.0,,,
232,82,Data Scientist H/F,"Intégré(e) au pôle Analytics Lab de la Direction Data ITM Alimentaire International, votre mission est de transformer les données en leviers de performance pour les enseignes Intermarché & Netto. Vous concevrez des solutions analytiques et IA permettant de répondre aux enjeux actuels et à venir de la grande distribution alimentaire. Concrètement quelles seront vos missions ?Résoudre des défis méti",,0,,,"{""permanent"": true}",,,,
233,85,"Hub Leader – Marketplaces (TikTok, Etsy &amp; Emerging Platforms) – Hybrid in Riga","<h5><span><strong id=""docs-internal-guid-a76c74cb-7fff-40e0-1c93-906a83d982a7"">Purpose &amp; Impact</strong></span></h5><p>You will own and scale FYUL’s Marketplaces Hub (TikTok Shop, Etsy, and future platforms), carrying full commercial responsibility for GMV, acquisition, and expansion.</p><p>You are an execution-driven leader, not a coordinator. You define strategy and mobilize cross-functional","[{'name': 'Make', 'value': 50.0}]",8,,,"{""permanent"": true}",2.0,,,
234,85,Principal Engineering Manager,<p><strong>About the role:&nbsp;</strong></p><p></p><p><span>We’re looking for a <strong>Principal Engineering Manager</strong> to lead a critical engineering area and raise the bar for how we build and deliver products. This is a senior leadership role for someone who combines strong engineering judgment with a deep sense of ownership. </span></p><p><span>You will work closely with Product and De,"[{'name': 'Typescript', 'value': 50.0}, {'name': 'Angular', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'MongoDB', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'PHP', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Redis', 'value': 50.0}, {'name': 'Symfony', 'value': 50.0}, {'name': 'Database', 'value': 50.0}, {'name': 'Git', 'value': 50.0}, {'name': 'Github', 'value': 50.0}, {'name': 'Grafana', 'value': 50.0}, {'name': 'Helm', 'value': 50.0}, {'name': 'Jira', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'Miro', 'value': 50.0}, {'name': 'PhpStorm', 'value': 50.0}, {'name': 'Postman', 'value': 50.0}, {'name': 'Progress', 'value': 50.0}, {'name': 'Prometheus', 'value': 50.0}, {'name': 'Slack', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
235,85,"Hub Leader – Shopify / Storefronts (Riga, Hybrid)","<h5><span>Purpose &amp; Impact</span></h5><p><strong>Own and scale FYUL’s Shopify and storefront ecosystem.</strong> You carry full P&amp;L and commercial responsibility for GMV growth, merchant acquisition, activation, retention, and channel expansion. You are an execution-driven leader who defines strategy, mobilizes cross-functional teams, and delivers measurable growth.</p><p><strong>Act as th","[{'name': 'Shopify', 'value': 50.0}, {'name': 'Make', 'value': 50.0}]",8,,,"{""permanent"": true}",2.0,,,
236,86,Software Engineer,"We are looking for a talented and motivated individual to join our team as a Software Engineer. In this role, you will be responsible for designing, developing, and maintaining software applications. You will work closely with cross-functional teams to deliver high-quality software solutions. Responsibilities:- Design, develop, and implement software solutions.- Write clean, maintainable, and effi","[{'name': 'C++', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'SCRUM', 'value': 50.0}]",0,,,"{""permanent"": true}",,,,
237,87,"No Code / AI Automation Engineer (n8n, make, zapier)","🔥 Why Stockly needs you As a Products Data profile, you’ll play a pivotal role in Stockly’s growth by building no-code products, automations, and data-driven workflows that directly increase productivity and revenue. 🎯 Your mission As a Growth Hacking / Products Data Manager, your mission is to design, build, and scale no-code systems and automations that power Stockly’s growth. This is a high-i","[{'name': 'Make', 'value': 50.0}, {'name': 'Zapier', 'value': 50.0}]",0,45.0,45.0,"{""permanent"": true}",,,,
238,88,"Customer Program Manager, Enterprise","Botify’s leading agentic AI search technology and seasoned experts ensure every brand has the power to be found, both in traditional and AI search. With one powerful platform, brands achieve visibility, relevance, and greater control across Google, Bing, ChatGPT, Perplexity, and more.Botify’s technology powers agentic workflows, AI-driven recommendations, and automated cross-platform indexation an","[{'name': 'Management', 'value': 50.0}, {'name': 'SEO', 'value': 50.0}, {'name': 'ChatGPT', 'value': 50.0}]",4,115.0,133.0,"{""permanent"": true}",2.0,,,
239,89,Sales Operations B2B - RevOps - VIE - Barcelone (H/F),"Since 2015, papernest has been transforming the way people manage their contracts, making subscription, management, and switching simple through one smart, intuitive platform.We have supported more than 2 million customers across France, Spain, and Italy. Along the way, we have continued to invest in new verticals, establishing papernest as a high-performing, innovative, and competitive scale-up i","[{'name': 'Management', 'value': 50.0}, {'name': 'Make', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Salesforce', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
240,89,Workforce Management Planner - Permanent - Barcelona,"Since 2015, papernest has been transforming the way people manage their contracts, making subscription, management, and switching simple through one smart, intuitive platform.We have supported more than 2 million customers across France, Spain, and Italy. Along the way, we have continued to invest in new verticals, establishing papernest as a high-performing, innovative, and competitive scale-up i","[{'name': 'Management', 'value': 50.0}, {'name': 'Progress', 'value': 50.0}]",2,,,"{""permanent"": true}",2.0,,,
241,89,DevOps AWS - Permanent - Full Remote,"Since 2015, papernest has been transforming the way people manage their contracts, making subscription, management, and switching simple through one smart, intuitive platform.We have supported more than 2 million customers across France, Spain, and Italy. Along the way, we have continued to invest in new verticals, establishing papernest as a high-performing, innovative, and competitive scale-up i","[{'name': 'Management', 'value': 50.0}, {'name': 'Github', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Bash', 'value': 50.0}, {'name': 'Sentry', 'value': 50.0}, {'name': 'SSH', 'value': 50.0}]",2,,,"{""permanent"": true}",,,,
242,73,Senior Mobile Engineer - Paris,"At Swile, we believe that good products can help reduce friction in daily professional life and boost employee satisfaction. Today, we provide innovative solutions in various areas such as Fintech, Travel, HR, and Employee Benefits to more than 5.5 million users in 85,000 companies in France and Brazil. Your role as a Senior Mobile Engineer centers around creatively solving problems, ensuring a ba","[{'name': 'Boost', 'value': 50.0}, {'name': 'Flow', 'value': 50.0}, {'name': 'Less', 'value': 50.0}]",0,,,"{""permanent"": true}",2.0,,,
243,90,Fullstack Engineer - NodeJS,"À propos de la squad ✨Chez Ornikar, nos produits d’assurance continuent d’évoluer pour offrir à nos clients des parcours toujours plus fluides, fiables et performants. Dans ce contexte, nous recrutons aujourd’hui un·e Fullstack Engineer au sein de la squad Contract Management.Cette squad joue un rôle clé dans le cycle de vie de nos contrats d’assurance. Elle est responsable de la maintenance et de","[{'name': 'NodeJS', 'value': 50.0}, {'name': 'API REST', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'NestJS', 'value': 50.0}, {'name': 'React', 'value': 50.0}]",4,,,"{""permanent"": true}",2.0,,,
244,91,Senior developer Full-Stack Ruby on Rails,"Nous recrutons un développeur Senior Fullstack pour renforcer notre capacité de delivery et accélérer sur nos principaux chantiers produit. Organisation et contexte L'équipe produit est organisée en plusieurs squads pluridisciplinaires (PM, designer, devs), chacune responsable d'un scope fonctionnel de bout en bout. Les principaux périmètres couverts : Search Experience : partie publique de la mar","[{'name': 'Rails', 'value': 50.0}, {'name': 'Ruby', 'value': 50.0}, {'name': 'Vite', 'value': 50.0}, {'name': 'Claude Code', 'value': 50.0}, {'name': 'Heroku', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}]",0,65.0,65.0,"{""permanent"": true}",2.0,,,
245,73,Senior Mobile Engineer - Montpellier,"At Swile, we believe that good products can help reduce friction in daily professional life and boost employee satisfaction. Today, we provide innovative solutions in various areas such as Fintech, Travel, HR, and Employee Benefits to more than 5.5 million users in 85,000 companies in France and Brazil. Your role as a Senior Mobile Engineer centers around creatively solving problems, ensuring a ba","[{'name': 'Boost', 'value': 50.0}, {'name': 'Flow', 'value': 50.0}, {'name': 'Less', 'value': 50.0}]",0,,,"{""permanent"": true}",,,,
